County,City,Model Year,Make,Model,Electric Vehicle Type,CAFV Status,Electric Range,Electric Utility,Vehicle Age
Island,Oak Harbor,2024,VOLVO,XC90,PHEV,Eligible,32.0,Puget Sound Energy,2
Mason,Shelton,2023,NISSAN,ARIYA HATCHBACK,BEV,,,Bonneville Power Administration,3
Snohomish,Marysville,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
King,Woodinville,2020,TESLA,MODEL S,BEV,Eligible,330.0,Puget Sound Energy,6
Pierce,Tacoma,2013,CHEVROLET,VOLT,PHEV,Eligible,38.0,Bonneville Power Administration,13
Snohomish,Bothell,2025,TESLA,MODEL 3,BEV,,,Puget Sound Energy,1
King,Bellevue,2023,SUBARU,SOLTERRA,BEV,,,Puget Sound Energy,3
King,Black Diamond,2024,FORD,MUSTANG MACH-E,BEV,,,Puget Sound Energy,2
Whatcom,Lynden,2017,CHEVROLET,VOLT,PHEV,Eligible,53.0,Puget Sound Energy,9
King,Sammamish,2016,TESLA,MODEL S,BEV,Eligible,210.0,Puget Sound Energy,10
Snohomish,Everett,2024,CHRYSLER,PACIFICA,PHEV,Eligible,32.0,Puget Sound Energy,2
Snohomish,Bothell,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Yakima,Selah,2025,TESLA,MODEL 3,BEV,,,Pacificorp,1
Pierce,Gig Harbor,2024,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,2
Thurston,Tumwater,2022,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,4
King,Redmond,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
Snohomish,Lake Stevens,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Snohomish,Everett,2023,KIA,NIRO,BEV,,,Puget Sound Energy,3
Skagit,Sedro-Woolley,2017,CHEVROLET,VOLT,PHEV,Eligible,53.0,Puget Sound Energy,9
King,Vashon,2025,BMW,IX,BEV,,,Puget Sound Energy,1
Whitman,Pullman,2024,TESLA,MODEL 3,BEV,,,Avista Corp,2
Pierce,Tacoma,2023,HYUNDAI,IONIQ 5,BEV,,,Bonneville Power Administration,3
San Juan,Friday Harbor,2024,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Bonneville Power Administration,2
King,Kent,2025,CHEVROLET,EQUINOX,BEV,,,Puget Sound Energy,1
King,North Bend,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Franklin,Pasco,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Bonneville Power Administration,8
King,Seattle,2017,CHEVROLET,VOLT,PHEV,Eligible,53.0,City Of Seattle,9
King,Kirkland,2019,TESLA,MODEL S,BEV,Eligible,270.0,Puget Sound Energy,7
King,Tukwila,2022,RIVIAN,EDV,BEV,,,City Of Seattle,4
King,Woodinville,2023,FORD,MUSTANG MACH-E,BEV,,,Puget Sound Energy,3
Mason,Shelton,2023,HYUNDAI,SANTA FE,PHEV,Eligible,30.0,Bonneville Power Administration,3
King,Duvall,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
Spokane,Greenacres,2026,TESLA,MODEL S,BEV,,,Bonneville Power Administration,0
Thurston,Lacey,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Douglas,Rock Island,2026,TESLA,MODEL Y,BEV,,,Pud No 1 Of Douglas County,0
Spokane,Spangle,2016,TESLA,MODEL X,BEV,Eligible,200.0,Bonneville Power Administration,10
King,Seattle,2017,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,City Of Seattle,9
Skagit,Mount Vernon,2024,TESLA,MODEL 3,BEV,,,Puget Sound Energy,2
Whatcom,Bellingham,2012,NISSAN,LEAF,BEV,Eligible,73.0,Puget Sound Energy,14
Snohomish,Marysville,2021,TESLA,MODEL 3,BEV,,,Puget Sound Energy,5
Pierce,Gig Harbor,2018,NISSAN,LEAF,BEV,Eligible,151.0,Bonneville Power Administration,8
Spokane,Spokane,2025,TESLA,MODEL 3,BEV,,,Modern Electric Water Company,1
Skagit,Anacortes,2021,NISSAN,LEAF,BEV,,,Puget Sound Energy,5
King,North Bend,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Snohomish,Lynnwood,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
Chelan,Leavenworth,2021,TESLA,MODEL S,BEV,,,Pud No 1 Of Chelan County,5
Snohomish,Edmonds,2025,TESLA,MODEL 3,BEV,,,Puget Sound Energy,1
King,Sammamish,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Kitsap,Poulsbo,2024,RIVIAN,R1S,BEV,,,Puget Sound Energy,2
Snohomish,Everett,2020,CHEVROLET,BOLT EV,BEV,Eligible,259.0,Puget Sound Energy,6
Spokane,Spokane,2022,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,4
Grays Harbor,Elma,2023,CHEVROLET,BOLT EUV,BEV,,,Bonneville Power Administration,3
King,Redmond,2025,NISSAN,ARIYA MPV,BEV,,,Puget Sound Energy,1
Skagit,Sedro-Woolley,2017,CHEVROLET,VOLT,PHEV,Eligible,53.0,Puget Sound Energy,9
Pierce,Fife,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Snohomish,Lynnwood,2022,POLESTAR,PS2,BEV,,,Puget Sound Energy,4
Spokane,Spokane,2023,TESLA,MODEL X,BEV,,,Bonneville Power Administration,3
Pierce,Tacoma,2026,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,0
Clark,Battle Ground,2023,HYUNDAI,IONIQ 5,BEV,,,Bonneville Power Administration,3
Island,Freeland,2013,TOYOTA,RAV4,BEV,Eligible,103.0,Puget Sound Energy,13
Pierce,Puyallup,2021,AUDI,E-TRON SPORTBACK,BEV,,,Puget Sound Energy,5
King,Kirkland,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
Pierce,Puyallup,2025,FORD,MUSTANG MACH-E,BEV,,,Puget Sound Energy,1
Pierce,Tacoma,2023,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,3
Whatcom,Bellingham,2013,NISSAN,LEAF,BEV,Eligible,75.0,Puget Sound Energy,13
Clark,Washougal,2026,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,0
King,Seattle,2023,BMW,I4,BEV,,,City Of Seattle,3
King,Seattle,2023,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,City Of Seattle,3
Pierce,University Place,2018,MITSUBISHI,OUTLANDER,PHEV,Not Eligible (Low Range),22.0,Bonneville Power Administration,8
King,Redmond,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Spokane,Spokane,2023,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,3
Pierce,South Hill,2025,SUBARU,SOLTERRA,BEV,,,Bonneville Power Administration,1
King,Redmond,2018,BMW,X5,PHEV,Not Eligible (Low Range),13.0,Puget Sound Energy,8
Franklin,Pasco,2025,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Bonneville Power Administration,1
Clark,Ridgefield,2021,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),25.0,Bonneville Power Administration,5
King,Redmond,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Spokane,Spokane,2024,TESLA,MODEL Y,BEV,,,Modern Electric Water Company,2
Franklin,Pasco,2020,TESLA,MODEL Y,BEV,Eligible,291.0,Bonneville Power Administration,6
Benton,Kennewick,2013,FORD,C-MAX,PHEV,Not Eligible (Low Range),19.0,Bonneville Power Administration,13
King,Seattle,2022,VOLVO,XC90,PHEV,Eligible,35.0,City Of Seattle,4
Clark,Vancouver,2023,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Bonneville Power Administration,3
Pierce,Lakewood,2020,TESLA,MODEL S,BEV,Eligible,330.0,Bonneville Power Administration,6
Whatcom,Blaine,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Pierce,Tacoma,2022,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,4
Pierce,University Place,2021,AUDI,E-TRON,BEV,Eligible,222.0,Bonneville Power Administration,5
Pierce,Tacoma,2020,TESLA,MODEL X,BEV,Eligible,289.0,Bonneville Power Administration,6
King,Carnation,2023,GENESIS,GV60,BEV,,,Puget Sound Energy,3
Klickitat,Lyle,2024,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Bonneville Power Administration,2
King,Kirkland,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Snohomish,Monroe,2025,RIVIAN,R1S,BEV,,,Puget Sound Energy,1
Benton,Richland,2024,FORD,MUSTANG MACH-E,BEV,,,Bonneville Power Administration,2
Pierce,Fife,2021,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,5
King,Seattle,2017,PORSCHE,CAYENNE,PHEV,Not Eligible (Low Range),14.0,City Of Seattle,9
Snohomish,Mill Creek,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Pierce,Tacoma,2022,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,4
King,Tukwila,2022,RIVIAN,EDV,BEV,,,City Of Seattle,4
Pierce,Gig Harbor,2023,RIVIAN,R1S,BEV,,,Bonneville Power Administration,3
Island,Coupeville,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
King,Seattle,2024,TESLA,MODEL 3,BEV,,,Puget Sound Energy,2
Pierce,Bonney Lake,2023,FORD,MUSTANG MACH-E,BEV,,,Puget Sound Energy,3
King,Bellevue,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Pierce,Fox Island,2017,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Bonneville Power Administration,9
King,Woodinville,2020,PORSCHE,TAYCAN,BEV,Eligible,192.0,Puget Sound Energy,6
Clark,Washougal,2024,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Bonneville Power Administration,2
Pierce,Gig Harbor,2022,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,4
King,Covington,2022,FORD,ESCAPE,PHEV,Eligible,38.0,Puget Sound Energy,4
Whatcom,Bellingham,2020,NISSAN,LEAF,BEV,Eligible,215.0,Puget Sound Energy,6
Spokane,Spokane,2023,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,3
Snohomish,Snohomish,2022,RIVIAN,R1T,BEV,,,Puget Sound Energy,4
Pierce,Graham,2025,CHEVROLET,EQUINOX,BEV,,,Puget Sound Energy,1
Snohomish,Snohomish,2024,AUDI,Q4,BEV,,,Puget Sound Energy,2
Grant,Soap Lake,2021,AUDI,A7 E,PHEV,Not Eligible (Low Range),24.0,Pud No 2 Of Grant County,5
King,Redmond,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
King,Bothell,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Seattle,2025,TESLA,MODEL 3,BEV,,,City Of Seattle,1
King,Black Diamond,2024,RIVIAN,R1S,BEV,,,Puget Sound Energy,2
Pierce,Gig Harbor,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Bonneville Power Administration,7
King,Seattle,2015,TOYOTA,PRIUS,PHEV,Not Eligible (Low Range),6.0,City Of Seattle,11
Snohomish,Arlington,2023,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,3
King,Redmond,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
Clark,Washougal,2022,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,4
Whatcom,Sedro Woolley,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Clark,Vancouver,2021,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,5
King,Renton,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Pierce,University Place,2018,TESLA,MODEL S,BEV,Eligible,249.0,Bonneville Power Administration,8
King,Seattle,2014,CHEVROLET,VOLT,PHEV,Eligible,38.0,City Of Seattle,12
King,Redmond,2023,LEXUS,RZ,BEV,,,Puget Sound Energy,3
Pierce,Tacoma,2022,KIA,NIRO,PHEV,Not Eligible (Low Range),26.0,Bonneville Power Administration,4
King,Tukwila,2023,RIVIAN,EDV,BEV,,,City Of Seattle,3
King,Issaquah,2019,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Puget Sound Energy,7
King,Sammamish,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Clallam,Port Angeles,2021,HYUNDAI,KONA,BEV,,,Bonneville Power Administration,5
King,Kenmore,2025,VOLVO,XC60,PHEV,Eligible,35.0,Puget Sound Energy,1
Lewis,Chehalis,2023,FORD,ESCAPE,PHEV,Eligible,37.0,Bonneville Power Administration,3
Clark,Camas,2023,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Bonneville Power Administration,3
Kittitas,Cle Elum,2025,MERCEDES-BENZ,GLC-CLASS,PHEV,Eligible,54.0,Puget Sound Energy,1
Island,Freeland,2023,FORD,TRANSIT,BEV,,,Puget Sound Energy,3
Snohomish,Monroe,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
Snohomish,Monroe,2023,SUBARU,SOLTERRA,BEV,,,Puget Sound Energy,3
Snohomish,Everett,2017,FORD,FOCUS,BEV,Eligible,100.0,Puget Sound Energy,9
Chelan,Wenatchee,2023,FORD,F-150,BEV,,,Pud No 1 Of Chelan County,3
King,Bothell,2025,TESLA,MODEL 3,BEV,,,Puget Sound Energy,1
Snohomish,Bothell,2020,AUDI,Q5 E,PHEV,Not Eligible (Low Range),20.0,Puget Sound Energy,6
Pierce,University Place,2021,CHRYSLER,PACIFICA,PHEV,Eligible,32.0,Bonneville Power Administration,5
Pierce,Gig Harbor,2025,CHRYSLER,PACIFICA,PHEV,Eligible,32.0,Bonneville Power Administration,1
Thurston,Lacey,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
Pierce,Vaughn,2022,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,4
Whatcom,Bellingham,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
King,Seattle,2023,VOLKSWAGEN,ID.4,BEV,,,City Of Seattle,3
Snohomish,Sultan,2015,FORD,FUSION,PHEV,Not Eligible (Low Range),19.0,Bonneville Power Administration,11
Whatcom,Sedro Woolley,2024,NISSAN,ARIYA HATCHBACK,BEV,,,Puget Sound Energy,2
King,Sammamish,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Mason,Lilliwaup,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Bonneville Power Administration,7
Pierce,Graham,2024,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,2
King,Tukwila,2022,RIVIAN,EDV,BEV,,,City Of Seattle,4
King,Kent,2025,TESLA,MODEL Y,BEV,,,Puget Sound Energy,1
Pierce,Spanaway,2019,KIA,NIRO,PHEV,Not Eligible (Low Range),26.0,Bonneville Power Administration,7
Thurston,Olympia,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
Snohomish,Lynnwood,2020,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,6
Snohomish,Woodinville,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
King,Seattle,2025,TESLA,CYBERTRUCK,BEV,,,City Of Seattle,1
King,Woodinville,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Benton,Kennewick,2024,JEEP,GRAND CHEROKEE,PHEV,Not Eligible (Low Range),25.0,Bonneville Power Administration,2
Snohomish,Lake Stevens,2025,VOLVO,EX90,BEV,,,Puget Sound Energy,1
Clark,Ridgefield,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Bonneville Power Administration,7
Snohomish,Marysville,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
Pierce,Lakewood,2024,KIA,SPORTAGE,PHEV,Eligible,34.0,Bonneville Power Administration,2
Chelan,Manson,2022,HYUNDAI,SANTA FE,PHEV,Eligible,31.0,Pud No 1 Of Chelan County,4
Snohomish,Everett,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Pierce,Tacoma,2024,AUDI,Q8,BEV,,,Bonneville Power Administration,2
Whatcom,Bellingham,2025,MERCEDES-BENZ,EQB-CLASS,BEV,,,Puget Sound Energy,1
Thurston,Olympia,2025,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,1
Snohomish,Lake Stevens,2022,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,4
Thurston,Olympia,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
King,Kenmore,2023,PORSCHE,TAYCAN,BEV,,,Puget Sound Energy,3
Spokane,Spokane,2025,FORD,F-150,BEV,,,Modern Electric Water Company,1
Thurston,Olympia,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Whatcom,Bellingham,2024,KIA,NIRO,PHEV,Eligible,33.0,Puget Sound Energy,2
Snohomish,Lake Stevens,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Clark,Vancouver,2022,TESLA,MODEL S,BEV,,,Bonneville Power Administration,4
Snohomish,Lynnwood,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
Pend Oreille,Newport,2022,FORD,MUSTANG MACH-E,BEV,,,Pud No 1 Of Pend Oreille County,4
Snohomish,Everett,2025,TESLA,MODEL Y,BEV,,,Puget Sound Energy,1
Snohomish,Lynnwood,2025,BMW,IX,BEV,,,Puget Sound Energy,1
Pierce,Tacoma,2022,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,4
Snohomish,Bothell,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
Whatcom,Point Roberts,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
King,Redmond,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
King,Kent,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Lewis,Napavine,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Pierce,Puyallup,2025,HONDA,PROLOGUE,BEV,,,Puget Sound Energy,1
Douglas,East Wenatchee,2024,TESLA,MODEL S,BEV,,,Pud No 1 Of Douglas County,2
Pierce,Tacoma,2019,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Bonneville Power Administration,7
King,Sammamish,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Grant,Moses Lake,2024,TESLA,MODEL 3,BEV,,,Pud No 2 Of Grant County,2
King,Renton,2013,TESLA,MODEL S,BEV,Eligible,208.0,Puget Sound Energy,13
Pierce,Gig Harbor,2019,TESLA,MODEL S,BEV,Eligible,270.0,Bonneville Power Administration,7
Benton,Prosser,2023,KIA,EV6,BEV,,,Bonneville Power Administration,3
Whatcom,Lynden,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
Clark,Vancouver,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Bonneville Power Administration,8
Chelan,Wenatchee,2025,FORD,ESCAPE,PHEV,Eligible,37.0,Pud No 1 Of Chelan County,1
Pierce,Tacoma,2020,VOLVO,XC90,PHEV,Not Eligible (Low Range),18.0,Bonneville Power Administration,6
Snohomish,Snohomish,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
King,North Bend,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Skagit,Mount Vernon,2022,TESLA,MODEL S,BEV,,,Puget Sound Energy,4
Spokane,Spokane,2023,FORD,F-150,BEV,,,Modern Electric Water Company,3
Snohomish,Monroe,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Snohomish,Marysville,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Clark,Vancouver,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Bonneville Power Administration,8
King,Redmond,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
Spokane,Spokane Valley,2025,SUBARU,SOLTERRA,BEV,,,Bonneville Power Administration,1
Pierce,Graham,2025,VOLVO,XC90,PHEV,Eligible,32.0,Bonneville Power Administration,1
Snohomish,Lynnwood,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Pierce,Anderson Island,2023,RIVIAN,R1T,BEV,,,Bonneville Power Administration,3
Pierce,Gig Harbor,2024,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,2
Island,Clinton,2021,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,5
Snohomish,Bothell,2025,TESLA,MODEL X,BEV,,,Puget Sound Energy,1
Pierce,University Place,2024,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,2
Snohomish,Everett,2025,FORD,MUSTANG MACH-E,BEV,,,Puget Sound Energy,1
Snohomish,Snohomish,2026,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,0
Snohomish,Edmonds,2025,HYUNDAI,IONIQ 5,BEV,,,Puget Sound Energy,1
Spokane,Greenacres,2024,SUBARU,SOLTERRA,BEV,,,Bonneville Power Administration,2
Snohomish,Mountlake Terrace,2016,FORD,FUSION,PHEV,Not Eligible (Low Range),19.0,Puget Sound Energy,10
Thurston,Olympia,2024,TESLA,MODEL 3,BEV,,,Puget Sound Energy,2
Pierce,University Place,2020,TESLA,MODEL 3,BEV,Eligible,322.0,Bonneville Power Administration,6
Island,Camano Island,2025,HYUNDAI,IONIQ 5,BEV,,,Bonneville Power Administration,1
Snohomish,Everett,2025,TESLA,MODEL 3,BEV,,,Puget Sound Energy,1
King,Redmond,2025,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Puget Sound Energy,1
Spokane,Airway Heights,2024,HONDA,PROLOGUE,BEV,,,Bonneville Power Administration,2
Benton,Kennewick,2021,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,5
Skagit,Anacortes,2024,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,2
Whatcom,Ferndale,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Snohomish,Edmonds,2023,HYUNDAI,IONIQ 6,BEV,,,Puget Sound Energy,3
Benton,Kennewick,2013,TOYOTA,PRIUS,PHEV,Not Eligible (Low Range),6.0,Bonneville Power Administration,13
King,Kent,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Pierce,Lakewood,2019,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Bonneville Power Administration,7
Kitsap,Port Orchard,2024,DODGE,HORNET,PHEV,Eligible,32.0,Puget Sound Energy,2
Whatcom,Bellingham,2024,KIA,EV9,BEV,,,Puget Sound Energy,2
Thurston,Olympia,2023,CHEVROLET,BOLT EUV,BEV,,,Puget Sound Energy,3
Douglas,East Wenatchee,2023,VOLKSWAGEN,ID.4,BEV,,,Pud No 1 Of Douglas County,3
Snohomish,Mountlake Terrace,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125.0,Puget Sound Energy,7
Pierce,South Hill,2024,KIA,EV6,BEV,,,Puget Sound Energy,2
San Juan,Friday Harbor,2020,CHEVROLET,BOLT EV,BEV,Eligible,259.0,Bonneville Power Administration,6
King,Mercer Island,2022,BMW,X5,PHEV,Eligible,30.0,Puget Sound Energy,4
Island,Clinton,2017,PORSCHE,CAYENNE,PHEV,Not Eligible (Low Range),14.0,Puget Sound Energy,9
Clark,Battle Ground,2020,CHEVROLET,BOLT EV,BEV,Eligible,259.0,Bonneville Power Administration,6
Skagit,Anacortes,2023,HYUNDAI,IONIQ 5,BEV,,,Puget Sound Energy,3
Snohomish,Lynnwood,2025,LEXUS,RZ,BEV,,,Puget Sound Energy,1
King,Redmond,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Pierce,Puyallup,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Bonneville Power Administration,8
King,Enumclaw,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
Thurston,Olympia,2021,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,5
Benton,Richland,2024,TOYOTA,PRIUS PRIME (PHEV),PHEV,Eligible,39.0,Bonneville Power Administration,2
King,Redmond,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
Benton,Richland,2024,HYUNDAI,TUCSON,PHEV,Eligible,33.0,Bonneville Power Administration,2
Snohomish,Arlington,2025,MAZDA,CX-90,PHEV,Not Eligible (Low Range),26.0,Bonneville Power Administration,1
Benton,Kennewick,2013,NISSAN,LEAF,BEV,Eligible,75.0,Bonneville Power Administration,13
Snohomish,Edmonds,2025,HONDA,PROLOGUE,BEV,,,Puget Sound Energy,1
Kittitas,Ellensburg,2025,CHEVROLET,EQUINOX,BEV,,,Bonneville Power Administration,1
Spokane,Spokane,2024,CHEVROLET,SILVERADO,BEV,,,Modern Electric Water Company,2
Thurston,Olympia,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Yakima,Yakima,2024,TESLA,MODEL 3,BEV,,,Pacificorp,2
Benton,West Richland,2021,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Bonneville Power Administration,5
Snohomish,Marysville,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Snohomish,Bothell,2023,FORD,F-150,BEV,,,Puget Sound Energy,3
Spokane,Spokane,2022,TESLA,MODEL 3,BEV,,,Modern Electric Water Company,4
Spokane,Spokane,2017,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Modern Electric Water Company,9
King,Seattle,2024,HYUNDAI,IONIQ 6,BEV,,,City Of Seattle,2
Snohomish,Marysville,2022,FORD,MUSTANG MACH-E,BEV,,,Puget Sound Energy,4
Pierce,Lakewood,2025,NISSAN,ARIYA MPV,BEV,,,Bonneville Power Administration,1
Pierce,Gig Harbor,2024,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,2
Franklin,Pasco,2024,KIA,NIRO,BEV,,,Bonneville Power Administration,2
Pierce,University Place,2023,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,3
Skagit,Burlington,2020,CHEVROLET,BOLT EV,BEV,Eligible,259.0,Puget Sound Energy,6
Kittitas,Cle Elum,2022,KIA,EV6,BEV,,,Puget Sound Energy,4
Snohomish,Woodinville,2025,TESLA,CYBERTRUCK,BEV,,,Puget Sound Energy,1
King,Bellevue,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
King,Redmond,2022,TESLA,MODEL X,BEV,,,Puget Sound Energy,4
King,Redmond,2019,NISSAN,LEAF,BEV,Eligible,150.0,Puget Sound Energy,7
Pierce,Eatonville,2023,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,3
Snohomish,Bothell,2020,HYUNDAI,KONA,BEV,Eligible,258.0,Puget Sound Energy,6
Snohomish,Everett,2020,TESLA,MODEL Y,BEV,Eligible,291.0,Puget Sound Energy,6
Snohomish,Lynnwood,2024,KIA,NIRO,BEV,,,Puget Sound Energy,2
Spokane,Spokane,2025,KIA,SPORTAGE,PHEV,Eligible,34.0,Bonneville Power Administration,1
Yakima,Yakima,2023,TESLA,MODEL 3,BEV,,,Pacificorp,3
King,Seattle,2023,VOLKSWAGEN,ID.4,BEV,,,City Of Seattle,3
King,Kent,2019,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Puget Sound Energy,7
Snohomish,Sultan,2025,TESLA,MODEL Y,BEV,,,Puget Sound Energy,1
Snohomish,Bothell,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Snohomish,Marysville,2014,FORD,FUSION,PHEV,Not Eligible (Low Range),19.0,Puget Sound Energy,12
King,Seattle,2023,BMW,X5,PHEV,Eligible,30.0,City Of Seattle,3
Pierce,Puyallup,2014,CHEVROLET,VOLT,PHEV,Eligible,38.0,Puget Sound Energy,12
Adams,Othello,2020,TESLA,MODEL 3,BEV,Eligible,266.0,Bonneville Power Administration,6
